"position","videoId","seen","published","title","description"
"1103","fBu1-NGrIJg","False","3/21/2012 8:45:10 AM +00:00","Галилео. Эксперимент. Объем нагретого воздуха","№870 от 14.03.2012. Эксперимент, демонстрирующий разницу в объеме холодного и горячего газа. Автор сюжета: Алексей Иванченко. Режиссер: Елена Калиберда"
"1102","ToVl_OqvvFk","False","3/21/2012 9:56:18 AM +00:00","Галилео. Спорщики (ч.2)","№870 от 14.03.2012. Программа Галилео продолжает рассказывать о спорах с научным уклоном. Редактор: Валерия Романова. Режиссер: Ольга Брызгалова"
"1101","Mrhm0ruwRVw","False","3/22/2012 9:49:33 AM +00:00","Галилео. Речной порт на стрелке","№871 от 15.03.2012. Нижегородский речной порт. Как добывают речной песок и какую роль в его добыче играет порт?"
"1099","3CokMQ8jK2I","False","3/22/2012 10:21:15 AM +00:00","Галилео. Тайники (ч.2)","№871 от 15.03.2012. Продолжение рассказа о тайниках. Первая часть сюжета: http://youtu.be/pQOkx-ffu1g. Редактор: Валерия Романова. Режиссер: Ольга Брызгалова"
"1100","pQOkx-ffu1g","False","3/22/2012 10:22:14 AM +00:00","Галилео. Тайники (ч.1)","№871 от 15.03.2012. Можно ли спрятать ценности так, чтобы возможный злоумышленник их не нашел? Какие места для тайника считаются ""банальными"" и имеют большой шанс быть обнаруженными?. Вторая часть сюжета: http://youtu.be/3CokMQ8jK2I. Редактор: Валерия Романова. Режиссер: Ольга Брызгалова"
"1098","GwZyYjzSvZk","False","3/23/2012 8:11:11 AM +00:00","Галилео. Эксперимент. Смешение цветов","№872 от 16.03.2012. Аддитивное и субтрактивное смешение цветов. Что скрывается за этими словами? Каким образом можно получить одни цвета, смешивая другие?. Режиссер: Елена Калиберда. Автор сюжета: Алексей Иванченко"
"1097","ZSqrRYCqZAU","False","3/23/2012 8:23:58 AM +00:00","Галилео. Заклинания","№872 от 16.03.2012. Заклинания из сказок. Имеют ли эти, на первый взгляд, ничего не означающие слова реальный смысл?. Автор сюжета: Людмила Урусова. Редактор: Людмила Урусова. Режиссёр: Татьяна Гулина"
"1096","6qgJsISc91U","False","3/23/2012 8:41:58 AM +00:00","Галилео. Аранжировщик","№872 от 16.03.2012. Программа Галилео продолжает свой рассказ о звуках. В этом сюжете мы попробуем проиграть мелодию заставки программы при помощи раздражающих звуков. Аранжировщик - что это за профессия?. Редактор: Куркина Анна. Режиссёр: Ксения Колганова"
"1095","jMb-jrwXAZo","False","3/26/2012 9:08:14 AM +00:00","Галилео. Эксперимент. Синхронизация метрономов","№873 от 19.03.2012. Как синхронизировать метрономы на 1 квадратном метре?. Автор сюжета: Алексей Иванченко. Режиссер: Елена Калиберда"
"1094","-SN-s7e7dSU","False","3/26/2012 10:33:58 AM +00:00","Галилео. Мельницы","№873 от 19.03.2012. Программа Галилео продолжает свое путешествие по Голландии. Знаменитые мельницы Голландии. Как устроена и работает мельница для помола..краски?. Автор сюжета: Анна Куркина. Режиссер: Гари Закарян"
"1093","cOiV-5OGnaw","False","3/26/2012 10:48:52 AM +00:00","Галилео. Лифт","№873 от 19.03.2012. Как устроен и работает современный лифт? Какие системы обеспечивают безопасное использование лифта?"
"1092","x52EgKmWezE","False","3/27/2012 8:10:59 AM +00:00","Галилео. Ледокол (часть 2)","№874 от 20.03.2012. Программа Галилео продолжает свой рассказ об атомном флоте России. В этом сюжете вы узнаете о том, как устроен и работает ядерный реактор ледокола. Как осуществляется контроль за радиоактивной безопасностью на корабле и насколько опасно для людей работать на корабле с ядерным реактором на борту?. Автор сюжета: Александр Колтовой. Режиссер: Александр Колтовой. Редактор: Александр Колтовой"
"1091","HQJv1S8rr04","False","3/27/2012 8:31:50 AM +00:00","Галилео. Сквош против тенниса","№874 от 20.03.2012. Программа Галилео продолжает устраивать соревнования между различными профессионалами. Кто победит в сегодняшнем соревновании: сквошист или теннисистка? Чем сквош отличается от тенниса? Какие правила игры и спортивный инвентарь для игры в сквош?. Редактор: Анна Куркина. Режиссер: Юрий Сысоев"
"1090","0yyY9x9uVfM","False","3/28/2012 8:31:12 AM +00:00","Галилео. Эксперимент. Музыкальный инструмент из стакана","№875 от 21.03.2012. Музыкальный инструмент из стаканов, воды и мокрых пальцев. На каком принципе он работает и от чего зависит высота звука?. Автор сюжета: Алексей Иванченко. Режиссер: Елена Калиберда"
"1089","ZvZUfsxAXsI","False","3/28/2012 8:53:33 AM +00:00","Галилео. Сочинский морской порт (часть 1)","№875 от 21.03.2012. Строительство Имеретинского морского порта. В этом сюжете вы узнаете о том, как работает морской порт, как защищают порт и стоящие в нем суда от штормов."
"1088","twTkvw5juuQ","False","3/28/2012 9:34:52 AM +00:00","Галилео. Специальная обувь","№875 от 21.03.2012. Программа Галилео представляет рейтинг обуви для экстремальных ситуаций. Обувь для крайнего севера, пожарных и спасателей-водолазов. В чем секрет их уникальных свойств? Как эту обувь изготавливают и испытывают на соответствие требованиям?. Редактор: Куркина Анна. Режиссёр: Олег Гладов"
"1087","lrTTNLAWlMk","False","3/29/2012 11:40:10 AM +00:00","Галилео. Сочинский морской порт (часть 2)","№876 от 22.03.2012. Программа Галилео продолжает свой рассказ об устройстве и работе современного морского порта. В этом сюжете вы узнаете о том, как защищают суда в порту от штормовых волн. Как проектируются защитные системы порта и для чего в этой работе нужны ученые? Как образуются волны и от чего зависит их сила?"
"1086","wGgWjqPa3NI","False","3/29/2012 12:03:49 PM +00:00","Галилео. Бильярдные столы","№876 от 22.03.2012. Какие секреты кроятся в обычном на первый взгляд бильярдном столе? Почему поверхность стола изготавливают из камня, причем определенного, а поверхность стола обтягивают именно сукном? Почему цвет сукна бильярдного стола именно зеленый?. Редактор: Валерия Романова. Режиссёр: Юрий Шейнов"
"1085","IjUaI3cuipk","False","3/30/2012 10:43:40 AM +00:00","Галилео. Где раки зимуют?","№877 от 23.03.2012. Программа Галилео продолжает экспертизу русских поговорок. Что означает поговорка ""Где раки зимуют"" и где же они зимуют на самом деле?. Редактор: Валерия Романова. Режиссер: Марина Винник"
"1084","eJoxbpNwAI8","False","3/30/2012 12:00:36 PM +00:00","Галилео. Рельсы","№877 от 23.03.2012. Железнодорожные рельсы. Как их испытывают в лаборатории для выявления бракованных партий и какие нагрузки они выдерживают в процессе эксплуатации?. Редактор: Светлана Колмагорова. Режиссер: Ольга Брызгалова"
"1083","uQKbfDY4enA","False","4/2/2012 9:35:53 AM +00:00","Галилео. Криминалистика 1. Дактилоскопия (часть 1)","№878 от 26.03.2012. Программа Галилео начинает серию сюжетов о работе криминалистов. В этом сюжете вы узнаете о дактилоскопии. Что это такое и как исследование отпечатков пальцев с места преступления помогает в поисках преступника?"
"1082","Rvmtfj8rfTE","False","4/2/2012 9:47:20 AM +00:00","Галилео. Ледокол (часть 3)","№879 от 27.03.2012. Мы заканчиваем свой рассказ об устройстве ледокола. В этом сюжете вы узнаете, как энергия ядерного реактора преобразуется в электрический ток, питающий двигатели ледокола. Автор сюжета: Александр Колтовой. Режиссер: Александр Колтовой. Редактор: Александр Колтовой"
"1081","RFWmkrZniwg","False","4/2/2012 9:58:22 AM +00:00","Пушной. Суперстрайк!","Мы позволили cебе отметить 5-летие программы). Саша, как всегда, был неподражаем)))"
"1080","sZojfdkQ0Ds","False","4/3/2012 3:32:05 PM +00:00","Галилео. Обед из бананов","№880 от 28.03.2012. Программа ""Галилео"" продолжает удивлять нас необычными блюдами. В этом сюжете вы узнаете 10 фактов о бананах, а также рецепт комплексного обеда из них. Редактор: Людмила Урусова. Режиссёр: Ксения Колганова"
"1079","6k7aKR1iRME","False","4/3/2012 3:43:45 PM +00:00","Галилео. Эксперимент. Огненное торнадо","№880 от 28.03.2012. Наглядная демонстрация закона Бернулли на 1 квадратном метре. Автор сюжета: Алексей Иванченко. Режиссер: Елена Калиберда"
"1078","jZuf-ES4XJI","False","4/4/2012 9:22:46 AM +00:00","Галилео. История изобретений. Парашют","№881 от 29.03.2012. История изобретения ранцевого парашюта. Как русский актёр Котельников относится к созданию парашюта?. Редактор: Анна Куркина"
"1077","UoXWIpKFHj8","False","4/4/2012 9:49:59 AM +00:00","Галилео. Джакузи","№881 от 29.03.2012. Как производят джакузи на современном производстве?. Редактор: Артур Тарасенко. Режиссёр: Татьяна Гулина"
"1076","gVK7q9_OL8c","False","4/5/2012 9:06:13 AM +00:00","Галилео. Ледовый спидвей","№882 от 30.03.2012. Что такое ледовый спидвей? Какие правила в этом виде спорта? В чем особенности строения мотоцикла для ледового спидвея? Как спортсмены защищены в этом достаточно травмоопасном виде спорта?. Редактор: Валерия Романова. Автор: Екатерина Бакулина. Режиссер: Андрей Железняков"
"1075","YcyBU7r7f-M","False","4/5/2012 9:25:24 AM +00:00","Галилео. Сортировочная станция","№882 от 30.03.2012. Как работает железнодорожная сортировочная станция? Каким образом на ней происходит формирование составов?. Редактор: Варвара Корчагина. Автор: Алексей Поляков. Режиссер: Алексей Литвинцев"
"1074","KDDo_HFW5t0","False","4/6/2012 12:23:43 PM +00:00","Галилео. Эксперимент. Горение нитки","№883 от 02.04.2012. Эксперимент с теплоемкостью. Почему обычная нитка сгорает в пламени, но не горит будучи намотанной на металлическую трубу?"
"1073","W9kQFxC1fOw","False","4/6/2012 1:26:34 PM +00:00","Галилео. Стайер против спринтера","№883 от 02.04.2012. Программа Галилео продолжает удивлять своими соревнованиями между профессионалами. В этом сюжете мы устроим соревнование между стайером и спринтером. Чем спринтер отличается от стайера? Что будет, если этих спортсменов попросить пробежать дистанцию соперника? Как тренируются стайер и спринтер? От чего зависит успех стайера и спринтера?. Автор: Евгения Ткалич. Режиссер: Алексей Литвинцев"
"1072","RrAUFR3kgaQ","False","4/9/2012 1:17:26 PM +00:00","Галилео. Океанариум. Санитарный день.","№884 от 03.04.2012. Санитарный день в Московском океанариуме. Что происходит в океанаруме в этот день? Техника безопасности при общении водолазов океанариума с подводными обитателями. Как наводят порядок внутри аквариумов? Как лечат обитателей океанариума?. Редактор: Светлана Колмагорова. Режиссёр: Наталья Кондрикова"
"1071","PNbpUIP1IDc","False","4/9/2012 5:11:31 PM +00:00","Галилео. Эксперимент. Лампа накаливания","№861 от 29.02.2012. Лампа накаливания своими руками. Экспериментаторы Галилео продолжают создавать привычные вещи из подручных средств. Как устроена лампа накаливания и как она работает?"
"1070","5GxZR1K6C-0","False","4/11/2012 9:21:22 AM +00:00","Галилео. Криминалистика 3. Биология и ДНК","№885 от 04.04.2012. Программа Галилео продолжает свой рассказ о работе эксперта-криминалиста. В этом сюжете вы узнаете о биологических следах, которые оставляеет человек. Что профессионал-криминалист может узнать по следам слюны человека или по волосу? Что такое ДНК и что можно узнать о человеке, исследуя ее?"
"1069","1K3Y85JwbKY","False","4/11/2012 9:32:00 AM +00:00","Галилео. Спорщики (ч.3)","№885 от 04.04.2012. Как поднять льдинку ниткой, не делая узлов или стать сильнее своего товарища? Об этом и многом другом в продолжении рассказа о школьных спорах с научным уклоном. Редактор: Валерия Романова. Режиссер: Ольга Брызгалова"
"1068","yFQZg_lobcs","False","4/11/2012 9:41:16 AM +00:00","Галилео. Прыжки в высоту","№878 от 26.03.2012. Программа Галилео проведет альтернативную тренировку по прыжкам в высоту, а также расскажет вам о различных техниках прыжков. Редактор: Анна Куркина. Режиссёр: Олег Гладов"
"1067","SB3HrBiXVjs","False","4/11/2012 9:53:16 AM +00:00","Галилео. Криминалистика 2. Дактилоскопия (ч.2)","№879 от 27.03.2012. Программа Галилео продолжает следить за расследование крайне запутанного преступления. В этом сюжете вы узнаете дальнейший путь снятых отпечатков пальцев с места преступления. Что можно узнать о человеке по его отпечатку пальца? Как происходит идентификация человека по его отпечаткам пальцев?"
"1066","-MU3jSXm06c","False","4/12/2012 9:42:35 AM +00:00","Галилео. Эксперимент. Коэффициент преломления","№886 от 05.04.2012. Эксперимент, объясняющий, что такое коэффициент преломления света. Автор сюжета: Алексей Иванченко. Режиссер: Елена Калиберда"
"1065","eFHXWuKNhms","False","4/12/2012 10:11:19 AM +00:00","Галилео. Закон бутерброда","№886 от 05.04.2012. Правда ли, что существует ""закон бутерброда""? Почему бутерброд с маслом чаще всего падает маслом вниз и можно ли обойти этот закон? Программа Галилео начинает ""бутербродный"" эксперимент. Мы будем менять высоту, с которой упадет бутерброд, вид и количество масла на нем, а также вид хлеба, чтобы опровергнуть ""закон бутерброда"". Редактор: Артур Тарасенко. Режиссёр: Олег Гладов"
"1064","19lkvG-htk8","False","4/13/2012 9:43:42 AM +00:00","Галилео. Горнолыжный спуск в городе","№887 от 06.04.2012. Соревнования по слалому в Москве. Как и из чего строили лыжную горку в центре столицы? Отличается ли искусственный снег, создаваемый на горке снежными пушками, от натурального?. Редактор: Анна Куркина. Режиссер: Юрий Сысоев"
"1063","EMB-Td-yEEI","False","4/13/2012 10:34:33 AM +00:00","Галилео. Эксперимент. Мыльный пузырь в форме куба","№887 от 06.04.2012. Можно ли сделать мыльный пузырь в виде куба и почему он имеет форму шара?"
"1062","A81SMFv3Bro","False","4/16/2012 7:31:49 PM +00:00","Галилео. Ледолазание","№888 от 09.04.2012. Ледолазание. Чем оно отличается от скалолазания? Какая экипировка применяется в этом виде спорта? Как строят искусственные ледовые горы для проведения соревнований по ледолазанию?. Автор сюжета: Александр Колтовой. Редактор: Александр Колтовой. Режиссёр: Олег Гладов"
"1061","tFkVKQZ4QYk","False","4/17/2012 9:48:28 AM +00:00","Галилео. Рекламные уловки (часть 1)","№888 от 09.04.2012. Программа Галилео начинает серию рассказов о рекламных трюках. На какие уловки идут производители рекламы, чтобы их продукты выглядели самыми красивыми и лучшими в кадре?. Редактор: Варвара Корчагина. Режиссёр: Татьяна Гулина"
"1060","GvKwdl4fYOs","False","4/17/2012 10:01:34 AM +00:00","Галилео. Рекламные уловки (часть 2)","№889 от 10.04.2012. Программа Галилео продолжает свой рассказ о рекламных трюках. В этом сюжете вы узнаете о том, как в кадре получить ""самую лучшую"" пену для ванны и ""самый ароматный"" чай?. Редактор: Варвара Корчагина. Режиссёр: Татьяна Гулина"
"1059","gOLl3PjrfHQ","False","4/17/2012 12:20:34 PM +00:00","Галилео. Сосульки (часть 1)","№889 от 10.04.2012. Сегодня программа Галилео исследует сосульки. Вы узнаете о работе людей, сбивающих с крыш сосульки, и об умных крышах, стряхивающих сосульки самостоятельно. Какие меры безопасности применяются при удалении сосулек с крыш и к чему может привести попадание сосульки в человека? Почему на крышах вырастают сосульки?. Редактор: Людмила Урусова. Режиссер: Виталий Мокрушин"
"1058","Vie7ZmavtmQ","False","4/18/2012 8:17:43 AM +00:00","Галилео. Эксперимент. Площадь поверхности","№890 от 11.04.2012. Обычный надувной шарик лопается, если на него надавить гвоздем, но что произойдет, если шарик попытаться проткнуть некоторым количеством гвоздей одновременно?"
"1057","49bqsmP1xfo","False","4/18/2012 9:30:10 AM +00:00","Галилео. Топ лампочек","№890 от 11.04.2012. Рейтинг искусственных источников освещения. Как они устроены и в чем их достоинства и недостатки? Как изготавливают различные источники освещения?. Автор и редактор сюжета: Анна Куркина. Режиссёр: Гарри Закарян"
"1056","o4xXBEWRTAc","False","4/19/2012 9:53:36 AM +00:00","Галилео. Истории изобретений. Детская коляска","№891 от 12.04.2012. История изобретения и модернизации детской коляски. Редактор: Куркина Анна"
"1055","WSy87GbM5ho","False","4/19/2012 10:17:59 AM +00:00","Галилео. Сосульки (часть 2)","№891 от 12.04.2012. Программа Галилео продолжает свой рассказ про сосульки. В этом сюжете вы узнаете о том, чем опасны сосульки при падении с высоты и как сделать так, чтобы они не появлялись на крышах. Почему сосульки названы сосульками, а леденцы - леденцами?. Редактор: Людмила Урусова. Режиссер: Виталий Мокрушин"
"1054","MRA4ICrOT6Y","False","4/19/2012 10:40:18 AM +00:00","Галилео. Эксперимент. Перегретый пар","№891 от 12.04.2012. Возможно ли водяным паром зажечь спичку?. Автор сюжета: Алексей Иванченко. Режиссер: Елена Калиберда"
"1053","yfKcW15Ipjs","False","4/20/2012 11:12:59 AM +00:00","Галилео. Защищенные ноутбуки","№892 от 13.04.2012. Ноутбук, проходящий испытание в Российской армии. Чем он отличается от своих ""гражданских"" аналогов? Как он защищен от различных внешних воздействий? Программа Галилео проведет собственное испытание армейского ноутбука. Редактор: Александр Колтовой. Режиссёр: Олег Гадов"
"1052","NGmd4YTnfm8","False","4/20/2012 12:30:25 PM +00:00","Галилео. Эксперимент. Опыт с яйцом","№892 от 13.04.2012. Эксперимент с атмосферным давлением. Автор сюжета: Алексей Иванченко. Режиссер: Елена Калиберда"
"1051","FRC4Cwlpgnc","False","4/25/2012 6:59:47 AM +00:00","Галилео. МЧС. Спасение на льду","№893 от 16.04.2012. Работа спасателей МЧС зимой. Какую экипировку и технику используют спасатели при оказании помощи попавшим в беду людям на льду? Как действуют спасатели в таких случаях? Как тренируются спасатели?. Редактор: Александр Колтовой. Режиссер: Юрий Сысоев"
"1050","x3baePX3Ajc","False","4/25/2012 7:12:58 AM +00:00","Галилео. Эксперимент. Воздух-пружина","№893 от 16.04.2012. Может ли воздух быть использован в качестве пружины для метания небольшого предмета?. Автор сюжета: Алексей Иванченко. Режиссер: Елена Калиберда"
"1049","n0I_FHEzD9Y","False","4/25/2012 8:27:02 AM +00:00","Галилео. Кремлёвские куранты.","№894 от 17.04.2012. Главные часы России - куранты на Спасской башне Московского Кремля. Как они устроены, что приводит в движение механизм часов и бой колоколов? Как регулируют точность хода часов?. Редактор: Валерия Романова. Режиссер: Ольга Брызгалова"
"1048","YBvDM-qp8LU","False","4/25/2012 8:47:39 AM +00:00","Галилео. Эксперимент. «Умный» пластилин","№895 от 18.04.2012. Создание «умного» пластилина в домашних условиях из тетрабората натрия, зеленки и клея ПВА. Автор сюжета: Алексей Иванченко. Режиссер: Елена Калиберда"
"1047","5pRPgrh0GIw","False","4/27/2012 9:44:50 AM +00:00","Галилео. Криминалистика 4. Одорология","№896 от 19.04.2012. Программа Галилео продолжает следить за ходом расследования загадочного преступления. Чем в раскрытии преступления может помочь одорология - наука о запахах? Как взять образец запаха с предмета и как его сохранить?"
"1046","lLXEVQCE_IY","False","4/27/2012 9:51:32 AM +00:00","Галилео. Истории изобретений. Резина","№897 от 20.04.2012. История изобретения прочной резины. Редактор: Куркина Анна"
"1045","6hsf7TNIUSc","False","4/27/2012 10:54:37 AM +00:00","Галилео. Необычное варенье","№897 от 20.04.2012. Варенье из лепестков розы, лука и даже..чеснока. Как из этих не совсем обычных ингредиентов готовят такой вкусный десерт?. Редактор: Варвара Корчагина. Режиссёр: Ксения Колганова"
"1044","e410zJDeqow","False","5/2/2012 9:31:27 AM +00:00","Галилео. Японская кухня","№898 от 23.04.2012. Программа Галилео покажет вам несколько рецептов приготовления японской еды, а также расскажет, почему на столе японца не может быть одновременно четыре блюда. Редактор: Людмила Урусова. Режиссер: Алексей Литвинцев"
"1043","tWNRLgJBbAw","False","5/2/2012 10:49:32 AM +00:00","Галилео. Умные блондинки. Переезд","№898 от 23.04.2012. Программа Галилео начинает серию сюжетов о блондинках. В этом сюжете вы узнаете, как наши героини смогут подготовиться к переезду, упаковав свои вещи. Соревноваться с ними будет профессиональный упаковщик. Редактор: Валерия Галиуллина"
"1042","ziFZJL9savE","False","5/2/2012 11:16:37 AM +00:00","Галилео. Щербет","№899 от 24.04.2012. Что такое щербет? Сладкое лакомство, мороженое или напиток? Почему разные блюда называются одинаково, что у них общего, как их готовят и когда появились рецепты приготовления?. Автор сюжета: Евгения Ткалич. Редактор: Людмила Урусова. Режиссер: Ольга Брызгалова"
"1041","KyPmrsrVdqA","False","5/3/2012 9:48:57 AM +00:00","Галилео. Винил для автомобиля","№900 от 25.04.2012. Хорошо ли виниловая пленка защищает кузов автомобиля от внешних воздействий? Как ее наклеивают на кузов автомобиля?. Автор сюжета: Алексей Поляков. Редактор: Варвара Корчагина"
"1040","MWtZJIUFGZ8","False","5/3/2012 10:01:46 AM +00:00","Галилео. История изобретений. Колючая проволока","№900 от 25.04.2012. Кто и для каких целей изобрел колючую проволоку? Как ее изготавливали раньше и в наше время?. Редактор: Куркина Анна"
"1039","PGYTzyyAjCs","False","5/4/2012 4:59:51 PM +00:00","Галилео. Зимняя рыбалка","№901 от 26.04.2012. Подледная рыбалка. Как ловили рыбу в XVIII веке и как ее ловят в наше время? Какими снастями и хитростями пользовались наши далекие предки и что помогает современному рыбаку уехать домой с уловом?. Редактор: Александр Колтовой. Режиссер: Андрей Железняков"
"1038","vqtWxzZgq8Y","False","5/4/2012 5:01:53 PM +00:00","Галилео. Криминалистика 5. Баллистика","№901 от 26.04.2012. Программа ""Галилео"" продолжает следить за проведением расследования двумя будущими сыщиками. В этом сюжете вы узнаете о баллистике и применении этой науки в криминалистике, а также, что может рассказать о злоумышленнике пуля и гильза, найденные на месте преступления?. Редактор: Валерия Галиуллина"
"1037","VMF38DKD3_k","False","5/5/2012 12:12:11 PM +00:00","Галилео. Датчики сигнализации (часть 1)","№902 от 27.04.2012. Датчики сигнализации. Какие они бывают, как работают и можно ли их обмануть?. Редактор: Валерия Романова. Режиссёр: Ксения Колганова"
"1036","J-_YZLGhZ2Y","False","5/5/2012 12:37:58 PM +00:00","Галилео. Сливки, сметана, масло","№902 от 27.04.2012. Программа ""Галилео"" проведет исследование этих продуктов. В этом сюжете вы узнаете о том, почему эти продукты так названы и как их получают из молока?. Редактор: Артур Тарасенко. Режиссер: Ольга Брызгалова"
